name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
Toccoa Falls College,107 North Chapel Drive,Toccoa Falls,GA,30598,34.593702,-83.357254,www.tfc.edu,,,,178.0,17.50125,66.0,39.0,31792.0,31792.0,35.0,43.0,46.0,100.0,870.0,777.0,93.0,1,8.0,6.0,2.0,0.0,81.0,0.0,0.0,1.0,8.0,53.0,0,0,0,0,0,0,1,0,0,0
Towson University,8000 York Rd,Towson,MD,21252,39.393008,-76.612268,www.towson.edu,,,,2748.0,8.009,92.0,21.0,23166.0,34844.0,40.0,61.0,65.0,75.0,18779.0,17786.0,4713.0,0,5.0,15.0,5.0,0.0,65.0,3.0,4.0,2.0,5.0,60.0,0,0,1,0,0,0,0,0,0,3
Transylvania University,300 N Broadway,Lexington,KY,40508,38.052983,-84.493202,www.transy.edu,57,81,12.1,294.0,29.10375,21.0,89.0,43640.0,43640.0,67.0,71.0,72.0,100.0,1082.0,1067.0,15.0,0,2.0,3.0,3.0,0.0,83.0,3.0,4.0,2.0,2.0,57.0,0,0,0,0,0,0,1,0,0,0
Trevecca Nazarene University,333 Murfreesboro Rd,Nashville,TN,37210,36.142471,-86.752876,www.trevecca.edu,,,,259.0,20.657,24.0,88.0,33322.0,33322.0,36.0,45.0,47.0,99.0,1492.0,1687.0,719.0,1,1.0,8.0,3.0,0.0,70.0,2.0,14.0,1.0,1.0,55.0,0,0,0,0,0,0,1,0,0,0
Trine University,1 University Ave,Angola,IN,46703,41.633389,-85.005696,www.trine.edu,,,,421.0,27.1925,40.0,60.0,45250.0,45250.0,33.0,50.0,51.0,100.0,1874.0,1430.0,445.0,0,0.0,2.0,3.0,0.0,71.0,2.0,18.0,4.0,0.0,35.0,0,1,0,0,0,0,0,0,0,0
Trinity Christian College,6601 W College Dr,Palos Heights,IL,60463,41.669189,-87.784157,www.trnty.edu,,,,205.0,23.06325,6.0,94.0,36820.0,36820.0,49.0,56.0,58.0,96.0,1333.0,1125.0,255.0,1,2.0,9.0,10.0,0.0,72.0,2.0,2.0,2.0,2.0,65.0,0,1,0,0,0,0,0,0,0,0
Trinity International University-Illinois,2065 Half Day Rd,Deerfield,IL,60015,42.197945,-87.880851,www.tiu.edu,,,,182.0,25.1625,24.0,83.0,39680.0,39680.0,35.0,42.0,45.0,100.0,906.0,1234.0,891.0,0,3.0,15.0,8.0,0.0,60.0,3.0,10.0,1.0,3.0,49.0,0,1,0,0,0,0,0,0,0,0
Trinity Lutheran College,2802 Wetmore Ave.,Everett,WA,98201,47.980328,-122.207663,www.tlc.edu,,,,57.0,23.393,53.0,23.0,38142.0,38142.0,79.0,86.0,86.0,100.0,194.0,182.0,12.0,1,6.0,14.0,16.0,2.0,54.0,0.0,1.0,6.0,8.0,53.0,1,0,0,0,0,0,0,0,0,0
Trinity University,One Trinity Place,San Antonio,TX,78212,29.46286,-98.482577,www.trinity.edu,62,93,9.6,534.0,32.22925,59.0,40.0,48630.0,48630.0,72.0,81.0,82.0,94.0,2161.0,2259.0,99.0,0,6.0,4.0,17.0,0.0,55.0,4.0,6.0,7.0,6.0,52.0,0,0,0,0,0,0,0,1,0,2
Troy University,University Avenue,Troy,AL,36082,31.800128,-85.950191,www.troy.edu,,,,2087.0,6.598,7.0,38.0,18228.0,24564.0,13.0,29.0,36.0,78.0,16316.0,10334.0,10239.0,1,1.0,37.0,3.0,0.0,49.0,2.0,5.0,3.0,1.0,62.0,0,0,0,0,0,0,1,0,0,1
Truman State University,100 E Normal,Kirksville,MO,63501,40.188267,-92.581658,www.truman.edu,,,,1329.0,7.071,6.0,95.0,19568.0,25440.0,54.0,70.0,72.0,99.0,5898.0,5612.0,613.0,0,2.0,3.0,3.0,0.0,81.0,2.0,2.0,6.0,2.0,60.0,0,0,0,0,1,0,0,0,0,1
Tufts University,Not Available,Medford,MA,2155,42.406004,-71.120641,www.tufts.edu,,,,1314.0,43.956,62.0,38.0,61000.0,61000.0,87.0,91.0,92.0,44.0,5180.0,10051.0,821.0,0,11.0,4.0,6.0,0.0,56.0,4.0,10.0,8.0,11.0,51.0,0,0,0,1,0,0,0,0,0,2
Tulane University Of Louisiana,6823 Saint Charles Ave,New Orleans,LA,70118,29.939696,-90.120409,www.tulane.edu,,,,1609.0,44.372,58.0,63.0,61178.0,61178.0,62.0,74.0,76.0,79.0,8290.0,10572.0,2366.0,0,4.0,9.0,6.0,0.0,72.0,3.0,3.0,3.0,4.0,58.0,0,0,0,0,0,0,1,0,0,2
Tusculum College,60 Shiloh Road,Greeneville,TN,37743,36.172558,-82.761716,www.tusculum.edu,12,34,21.9,310.0,21.175,37.0,90.0,35702.0,35702.0,18.0,30.0,34.0,99.0,1844.0,1928.0,127.0,1,0.0,11.0,2.0,0.0,83.0,0.0,0.0,2.0,0.0,57.0,0,0,0,0,0,0,1,0,0,0
Tuskegee University,"Kresge Center, 3Rd Floor",Tuskegee,AL,36088,32.431021,-85.710315,www.tuskegee.edu,20,59,12.2,650.0,18.105,43.0,75.0,32853.0,32853.0,17.0,36.0,44.0,96.0,2584.0,2954.0,164.0,0,0.0,78.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,58.0,0,0,0,0,0,0,1,0,0,0
Union College,807 Union St,Schenectady,NY,12308,42.817578,-73.928498,www.union.edu/,,,,242.0,20.52975,10.0,88.0,33740.0,33740.0,16.0,31.0,34.0,100.0,818.0,858.0,306.0,0,0.0,10.0,2.0,0.0,79.0,2.0,1.0,6.0,0.0,49.0,0,0,0,0,0,0,1,0,0,0
Union College,807 Union St,Schenectady,NY,12308,42.817578,-73.928498,www.union.edu/,,,,242.0,20.52975,10.0,88.0,33740.0,33740.0,16.0,31.0,34.0,100.0,818.0,858.0,306.0,0,0.0,10.0,2.0,0.0,79.0,2.0,1.0,6.0,0.0,49.0,0,0,0,0,0,0,1,0,0,0
Union University,1050 Union University Dr,Jackson,TN,38305,35.676896,-88.858524,www.uu.edu,,,,452.0,24.7375,16.0,91.0,44220.0,44220.0,51.0,63.0,64.0,100.0,2826.0,3047.0,946.0,0,1.0,16.0,2.0,0.0,67.0,1.0,10.0,1.0,1.0,61.0,0,0,0,0,0,0,1,0,0,0
University At Buffalo,12 Capen Hall,Buffalo,NY,14260,42.955292,-78.819555,www.buffalo.edu,,,,3669.0,7.7045,72.0,32.0,23316.0,35256.0,52.0,68.0,72.0,75.0,19831.0,24816.0,5034.0,0,13.0,7.0,7.0,0.0,49.0,2.0,6.0,17.0,13.0,46.0,0,0,1,0,0,0,0,0,0,3
University Of Akron Main Campus,302 Buchtel Common,Akron,OH,44325,41.077768,-81.510328,www.uakron.edu,,,,3812.0,9.67725,13.0,90.0,23956.0,32320.0,16.0,34.0,40.0,90.0,20477.0,18340.0,6592.0,0,2.0,14.0,2.0,0.0,74.0,3.0,3.0,2.0,2.0,48.0,0,1,0,0,0,0,0,0,0,3
University Of Alabama At Birmingham,Administration Bldg Suite 1070,Birmingham,AL,35294,33.50223,-86.80917,www.uab.edu,24,35,6.7,1773.0,6.5185,6.0,93.0,22495.0,31687.0,29.0,46.0,53.0,90.0,11502.0,11961.0,6607.0,0,5.0,26.0,3.0,0.0,60.0,3.0,1.0,2.0,5.0,58.0,0,0,0,0,0,0,1,0,0,1
University Of Alabama In Huntsville,301 Sparkman Dr,Huntsville,AL,35899,34.722818,-86.63842,www.uah.edu,,,,651.0,8.393,34.0,94.0,23466.0,35780.0,16.0,37.0,48.0,87.0,5696.0,4802.0,2574.0,1,4.0,13.0,3.0,0.0,70.0,2.0,3.0,4.0,4.0,44.0,0,0,0,0,0,0,1,0,0,1
University Of Arizona,1401 E University,Tucson,AZ,85721,32.232866,-110.950086,www.arizona.edu,,,,7401.0,9.6745,66.0,52.0,25179.0,42171.0,40.0,58.0,61.0,83.0,31670.0,35388.0,5233.0,1,6.0,3.0,24.0,0.0,55.0,4.0,1.0,6.0,6.0,52.0,0,0,0,0,0,0,0,1,0,3
University Of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,36.065642,-94.177852,www.uark.edu,,,,4339.0,7.3285,27.0,91.0,22212.0,33468.0,37.0,55.0,60.0,81.0,21009.0,20379.0,4962.0,1,2.0,5.0,6.0,0.0,78.0,3.0,0.0,3.0,2.0,51.0,0,0,0,0,0,0,1,0,0,3
University Of Arkansas At Little Rock,2801 S University Ave,Little Rock,AR,72204,34.723479,-92.340574,ualr.edu/www/,,,,667.0,6.882,3.0,82.0,23191.0,32968.0,7.0,16.0,21.0,94.0,9970.0,6632.0,5745.0,0,3.0,23.0,6.0,0.0,57.0,7.0,0.0,3.0,3.0,59.0,0,0,0,0,0,0,1,0,0,1
University Of Arkansas At Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,34.242192,-92.021263,www.uapb.edu,,,,568.0,5.5325,6.0,94.0,16882.0,22582.0,6.0,19.0,26.0,96.0,2521.0,2328.0,287.0,0,0.0,93.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,54.0,0,0,0,0,0,0,1,0,0,1
University Of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913,35.384001,-94.375536,uafs.edu/,,,,1343.0,4.5395,2.0,82.0,16498.0,22042.0,9.0,20.0,24.0,96.0,7170.0,5116.0,2054.0,3,4.0,4.0,8.0,0.0,74.0,5.0,0.0,1.0,4.0,56.0,0,0,0,0,0,0,1,0,0,1
University Of Bridgeport,126 Park Avenue,Bridgeport,CT,6604,41.165587,-73.189352,www.bridgeport.edu,,,,542.0,27.7325,91.0,9.0,50043.0,50043.0,19.0,25.0,27.0,93.0,2835.0,3159.0,1683.0,1,3.0,35.0,18.0,0.0,27.0,2.0,0.0,14.0,3.0,66.0,0,0,0,1,0,0,0,0,0,2
University Of California-Berkeley,200 California Hall,Berkeley,CA,94720,37.875759,-122.24851,www.berkeley.edu,,,,4162.0,12.378,91.0,40.0,33319.0,56197.0,72.0,89.0,91.0,69.0,25951.0,34675.0,1523.0,0,35.0,2.0,13.0,0.0,29.0,5.0,3.0,13.0,35.0,52.0,1,0,0,0,0,0,0,0,0,3
University Of California-Davis,One Shields Avenue,Davis,CA,95616,38.538206,-121.75103,www.ucdavis.edu,,,,5208.0,13.3975,93.0,45.0,33066.0,55944.0,51.0,77.0,81.0,77.0,26533.0,31986.0,1321.0,0,35.0,2.0,17.0,0.0,31.0,5.0,2.0,6.0,36.0,56.0,1,0,0,0,0,0,0,0,0,3
University Of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,33.643163,-117.837785,www.uci.edu/,,,,5077.0,12.65625,95.0,41.0,30504.0,53382.0,68.0,84.0,86.0,77.0,23530.0,28046.0,849.0,0,44.0,2.0,22.0,0.0,17.0,4.0,2.0,9.0,44.0,54.0,1,0,0,0,0,0,0,0,0,3
University Of California-Los Angeles,405 Hilgard Ave,Los Angeles,CA,90095,34.068892,-118.443901,www.ucla.edu/,,,,5620.0,12.214,91.0,41.0,32416.0,55294.0,69.0,88.0,90.0,62.0,28674.0,39794.0,1001.0,0,31.0,3.0,18.0,0.0,29.0,5.0,2.0,12.0,31.0,55.0,1,0,0,0,0,0,0,0,0,3
University Of California-Riverside,900 University Ave,Riverside,CA,92521,33.974548,-117.328766,www.ucr.edu,,,,4034.0,12.46825,96.0,40.0,32238.0,55116.0,41.0,62.0,66.0,86.0,18621.0,20653.0,554.0,0,36.0,5.0,36.0,0.0,14.0,4.0,1.0,3.0,37.0,51.0,1,0,0,0,0,0,0,0,0,3
University Of California-San Diego,9500 Gilman Dr,La Jolla,CA,92093,32.876598,-117.237793,www.ucsd.edu,,,,4575.0,12.7485,93.0,39.0,30470.0,53348.0,56.0,81.0,86.0,62.0,23805.0,28606.0,911.0,0,40.0,1.0,16.0,0.0,24.0,5.0,2.0,12.0,41.0,48.0,1,0,0,0,0,0,0,0,0,3
University Of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,34.412344,-119.851493,www.ucsb.edu,,,,4741.0,13.1745,93.0,47.0,34051.0,56929.0,68.0,79.0,81.0,70.0,19362.0,21771.0,454.0,0,18.0,2.0,25.0,0.0,40.0,8.0,3.0,4.0,18.0,52.0,1,0,0,0,0,0,0,0,0,3
University Of California-Santa Cruz,1156 High St,Santa Cruz,CA,95064,36.999018,-122.060726,www.ucsc.edu/,,,,3827.0,12.9335,92.0,43.0,33153.0,56031.0,50.0,69.0,73.0,80.0,15695.0,16755.0,448.0,0,20.0,2.0,30.0,0.0,37.0,7.0,2.0,1.0,21.0,53.0,1,0,0,0,0,0,0,0,0,3
University Of Central Arkansas,201 Donaghey Ave,Conway,AR,72035,35.078196,-92.45931,www.uca.edu,,,,2157.0,7.25475,0.0,97.0,18596.0,24341.0,21.0,37.0,42.0,95.0,9754.0,9045.0,2489.0,1,1.0,18.0,3.0,0.0,66.0,3.0,3.0,4.0,2.0,58.0,0,0,0,0,0,0,1,0,0,1
University Of Central Florida,4000 Central Florida Blvd,Orlando,FL,32816,28.602159,-81.200889,www.ucf.edu/,25,60,22.2,6068.0,5.79225,64.0,36.0,20839.0,36938.0,36.0,61.0,67.0,96.0,51333.0,39966.0,19623.0,0,6.0,11.0,22.0,0.0,57.0,3.0,1.0,1.0,6.0,55.0,0,0,0,0,0,0,1,0,0,3
University Of Central Missouri,202 Administration Building,Warrensburg,MO,64093,38.757221,-93.739192,www.ucmo.edu,,,,1769.0,6.9855,0.0,96.0,18799.0,25193.0,30.0,50.0,54.0,94.0,9974.0,9203.0,3310.0,0,1.0,8.0,2.0,0.0,67.0,2.0,16.0,3.0,1.0,54.0,0,0,0,0,1,0,0,0,0,1
University Of Central Oklahoma,100 N University Dr,Edmond,OK,73034,35.658329,-97.471524,www.uco.edu,,,,2223.0,4.92575,0.0,91.0,17293.0,25407.0,10.0,28.0,36.0,76.0,15218.0,11644.0,5576.0,4,3.0,9.0,7.0,0.0,59.0,7.0,2.0,8.0,3.0,57.0,0,0,0,0,0,0,0,1,0,1
University Of Charleston,"2300 Maccorkle Avenue,  Se",Charleston,WV,25304,38.332133,-81.616694,www.ucwv.edu,22,43,2.5,272.0,22.303,29.0,78.0,32850.0,32850.0,35.0,41.0,46.0,100.0,1386.0,1788.0,147.0,1,1.0,12.0,2.0,0.0,64.0,1.0,11.0,8.0,1.0,58.0,0,0,0,0,0,0,1,0,0,0
University Of Chicago,5801 S Ellis Ave,Chicago,IL,60637,41.790146,-87.600922,www.uchicago.edu,68,94,5.3,1426.0,44.736,70.0,51.0,64988.0,64988.0,88.0,91.0,93.0,67.0,5703.0,12848.0,2200.0,0,18.0,5.0,9.0,0.0,45.0,4.0,10.0,9.0,18.0,47.0,0,1,0,0,0,0,0,0,0,2
University Of Cincinnati-Main Campus,2624 Clifton Avenue,Cincinnati,OH,45221,39.131159,-84.51428,www.uc.edu,,,,4486.0,10.513,89.0,29.0,27434.0,42466.0,25.0,58.0,63.0,83.0,23706.0,25873.0,8506.0,0,3.0,8.0,3.0,0.0,76.0,2.0,4.0,4.0,3.0,50.0,0,1,0,0,0,0,0,0,0,3
University Of Colorado Boulder,Regent Drive At Broadway,Boulder,CO,80309,40.004415,-105.267061,www.colorado.edu,,,,5846.0,9.373,45.0,75.0,28887.0,50655.0,44.0,66.0,70.0,59.0,26096.0,26242.0,5775.0,0,5.0,2.0,10.0,0.0,74.0,4.0,2.0,4.0,5.0,45.0,0,0,0,0,0,1,0,0,0,3
University Of Colorado Colorado Springs,1420 Austin Bluffs Parkway,Colorado Springs,CO,80918,38.892735,-104.800296,www.uccs.edu,,,,1616.0,6.56325,20.0,90.0,20424.0,31837.0,26.0,42.0,46.0,76.0,9220.0,7450.0,3871.0,1,3.0,4.0,14.0,0.0,68.0,6.0,3.0,1.0,4.0,53.0,0,0,0,0,0,1,0,0,0,1
University Of Colorado Denver,"1380 Lawrence Street, Lawrence Street Center, Suite 1400",Denver,CO,80217,39.745214,-104.839345,www.ucdenver.edu/,,,,991.0,7.50875,18.0,86.0,24555.0,38679.0,16.0,32.0,41.0,71.0,13010.0,11800.0,10406.0,0,9.0,5.0,17.0,0.0,52.0,3.0,6.0,8.0,9.0,53.0,0,0,0,0,0,1,0,0,0,1
University Of Connecticut,352 Mansfield Road,Storrs,CT,6269,41.807658,-72.256961,www.uconn.edu,,,,3755.0,11.0875,91.0,27.0,27244.0,46192.0,68.0,81.0,83.0,77.0,18032.0,22482.0,3429.0,0,9.0,5.0,8.0,0.0,63.0,3.0,8.0,4.0,9.0,49.0,0,0,0,1,0,0,0,0,0,3
University Of Dayton,300 College Park,Dayton,OH,45469,39.740464,-84.179789,www.udayton.edu,26,51,14.8,1761.0,32.6925,35.0,81.0,49540.0,49540.0,60.0,76.0,77.0,98.0,7975.0,9390.0,1445.0,0,1.0,3.0,3.0,0.0,81.0,1.0,2.0,9.0,1.0,48.0,0,1,0,0,0,0,0,0,0,2
University Of Delaware,104 Hullihen Hall,Newark,DE,19716,39.678028,-75.752833,www.udel.edu/,22,57,18.3,4224.0,11.2985,99.0,27.0,25612.0,43432.0,68.0,79.0,82.0,82.0,18487.0,19685.0,2481.0,0,4.0,5.0,7.0,0.0,75.0,3.0,1.0,4.0,5.0,57.0,0,0,1,0,0,0,0,0,0,3
University Of Denver,2199 S. University Blvd,Denver,CO,80208,39.681439,-104.961532,www.du.edu,29,60,15.9,1413.0,38.5545,44.0,70.0,56077.0,56077.0,67.0,76.0,78.0,85.0,5517.0,8411.0,3367.0,1,4.0,3.0,9.0,0.0,68.0,3.0,3.0,9.0,4.0,55.0,0,0,0,0,0,1,0,0,0,2
University Of Detroit Mercy,4001 W Mcnichols Rd,Detroit,MI,48221,42.414237,-83.135932,www.udmercy.edu,24,50,13.5,481.0,33.4025,9.0,94.0,52400.0,52400.0,35.0,52.0,57.0,99.0,2888.0,3716.0,1396.0,0,3.0,10.0,3.0,0.0,53.0,2.0,23.0,6.0,3.0,65.0,0,1,0,0,0,0,0,0,0,2
University Of Dubuque,2000 University Ave,Dubuque,IA,52001,42.498112,-90.693863,www.dbq.edu,11,39,16.5,447.0,23.565,15.0,87.0,35530.0,35530.0,29.0,44.0,47.0,94.0,1694.0,1754.0,269.0,1,1.0,12.0,7.0,0.0,67.0,3.0,8.0,1.0,1.0,43.0,0,0,0,0,1,0,0,0,0,0
University Of Evansville,1800 Lincoln Avenue,Evansville,IN,47722,37.971763,-87.532379,www.evansville.edu/,35,67,15.8,543.0,29.661,59.0,65.0,44370.0,44370.0,53.0,62.0,63.0,96.0,2477.0,2433.0,197.0,0,1.0,3.0,3.0,0.0,78.0,2.0,5.0,8.0,1.0,58.0,0,1,0,0,0,0,0,0,0,0
University Of Florida,355 Tigert Hall,Gainesville,FL,32611,29.638248,-82.361195,www.ufl.edu/,54,85,13.4,6373.0,5.77675,63.0,37.0,19103.0,41381.0,65.0,83.0,87.0,96.0,33168.0,42490.0,7388.0,0,7.0,7.0,19.0,1.0,58.0,3.0,3.0,2.0,8.0,55.0,0,0,0,0,0,0,1,0,0,3
University Of Georgia,Administration Building,Athens,GA,30602,33.937727,-83.37143,www.uga.edu,43,79,14.7,4936.0,9.578,86.0,60.0,22064.0,40274.0,57.0,80.0,82.0,94.0,26278.0,31364.0,3172.0,0,9.0,7.0,5.0,0.0,73.0,3.0,1.0,1.0,9.0,57.0,0,0,0,0,0,0,1,0,0,3
University Of Hartford,200 Bloomfield Ave,West Hartford,CT,6117,41.796485,-72.714965,www.hartford.edu,11,26,10.7,1267.0,31.534,74.0,15.0,48170.0,48170.0,51.0,59.0,61.0,98.0,5187.0,5213.0,1607.0,1,3.0,15.0,9.0,0.0,58.0,2.0,7.0,5.0,3.0,50.0,0,0,0,1,0,0,0,0,0,2
University Of Hawaii At Hilo,200 W Kawili St,Hilo,HI,96720,19.701854,-155.081329,www.hilo.hawaii.edu,,,,461.0,6.02,89.0,8.0,17326.0,29086.0,8.0,30.0,36.0,85.0,3457.0,3220.0,823.0,0,18.0,1.0,11.0,11.0,24.0,29.0,0.0,5.0,29.0,60.0,1,0,0,0,0,0,0,0,0,1
University Of Hawaii At Manoa,"2500 Campus Road, Hawaii Hall",Honolulu,HI,96822,21.297324,-157.816202,manoa.hawaii.edu,36,69,11.8,1981.0,9.12575,77.0,11.0,22996.0,40564.0,19.0,44.0,57.0,79.0,14499.0,14803.0,5203.0,0,40.0,1.0,9.0,4.0,19.0,24.0,0.0,3.0,44.0,55.0,1,0,0,0,0,0,0,0,0,1
University Of Houston,212 E. Cullen Building,Houston,TX,77204,29.719988,-95.344851,www.uh.edu,,,,3434.0,7.8375,89.0,36.0,22463.0,30959.0,16.0,38.0,48.0,87.0,31706.0,28486.0,11054.0,0,21.0,11.0,30.0,0.0,29.0,3.0,1.0,5.0,21.0,50.0,0,0,0,0,0,0,0,1,0,3
University Of Idaho,875 Perimeter Drive,Moscow,ID,83844,46.726894,-117.024296,www.uidaho.edu,,,,1643.0,5.9985,51.0,71.0,19598.0,32674.0,25.0,48.0,54.0,91.0,9540.0,9387.0,2637.0,1,1.0,1.0,8.0,0.0,79.0,3.0,3.0,3.0,2.0,47.0,0,0,0,0,0,1,0,0,0,1
University Of Illinois At Chicago,601 S Morgan,Chicago,IL,60607,41.871837,-87.650503,www.uic.edu/index.html/,22,50,10,3104.0,12.811,6.0,99.0,29320.0,41710.0,30.0,51.0,57.0,82.0,16671.0,23239.0,4799.0,0,22.0,8.0,25.0,0.0,38.0,2.0,2.0,2.0,23.0,50.0,0,1,0,0,0,0,0,0,0,3
University Of Illinois At Springfield,One University Plaza,Springfield,IL,62703,39.729862,-89.614917,www.uis.edu,,,,316.0,8.703,3.0,97.0,22378.0,29698.0,28.0,40.0,43.0,96.0,3039.0,2587.0,2550.0,0,4.0,13.0,6.0,0.0,68.0,2.0,4.0,3.0,4.0,51.0,0,1,0,0,0,0,0,0,0,1
University Of Illinois At Urbana-Champaign,601 E John Street,Champaign,IL,61820,40.108312,-88.228482,www.illinois.edu/,,,,7329.0,14.0515,28.0,79.0,29086.0,43468.0,68.0,82.0,84.0,65.0,32695.0,41118.0,3824.0,0,15.0,5.0,8.0,0.0,53.0,2.0,1.0,15.0,15.0,44.0,0,1,0,0,0,0,0,0,0,3
University Of Indianapolis,1400 E Hanna Ave,Indianapolis,IN,46227,39.710384,-86.134735,uindy.edu,26,51,11.1,830.0,23.43,82.0,53.0,38378.0,38378.0,45.0,55.0,57.0,98.0,4162.0,3609.0,1843.0,0,1.0,11.0,3.0,0.0,69.0,2.0,6.0,7.0,1.0,67.0,0,1,0,0,0,0,0,0,0,0
University Of Iowa,101 Jessup Hall,Iowa City,IA,52242,41.660695,-91.535698,www.uiowa.edu,,,,4460.0,7.825,10.0,86.0,20691.0,39561.0,48.0,67.0,70.0,83.0,21974.0,24295.0,5453.0,0,3.0,3.0,6.0,0.0,71.0,2.0,4.0,10.0,3.0,52.0,0,0,0,0,1,0,0,0,0,3
University Of Kansas,"Strong Hall, 1450 Jayhawk Blvd, Room 230",Lawrence,KS,66045,38.956474,-95.258651,www.ku.edu/,25,50,13.7,3771.0,9.435,0.0,98.0,22277.0,37043.0,36.0,56.0,62.0,79.0,19217.0,23034.0,3934.0,1,4.0,4.0,6.0,0.0,74.0,4.0,1.0,7.0,4.0,50.0,0,0,0,0,1,0,0,0,0,3
University Of Kentucky,South Limestone,Lexington,KY,40506,38.028761,-84.502517,www.uky.edu,,,,4702.0,9.381,18.0,92.0,23732.0,34814.0,34.0,55.0,60.0,93.0,21441.0,25658.0,2777.0,0,2.0,8.0,3.0,0.0,78.0,3.0,3.0,3.0,3.0,51.0,0,0,0,0,0,0,1,0,0,3
University Of La Verne,1950 Third St,La Verne,CA,91750,34.10086,-117.772634,www.laverne.edu/,16,38,14.1,623.0,32.3625,91.0,31.0,51997.0,51997.0,39.0,56.0,59.0,97.0,5216.0,5550.0,3246.0,0,5.0,6.0,48.0,0.0,26.0,3.0,8.0,2.0,6.0,58.0,1,0,0,0,0,0,0,0,0,2
University Of Louisiana At Lafayette,104 University Circle,Lafayette,LA,70503,30.215283,-92.01941,www.louisiana.edu,,,,2693.0,5.214,6.0,97.0,19035.0,28585.0,13.0,36.0,45.0,94.0,15053.0,13221.0,3425.0,0,2.0,21.0,3.0,0.0,69.0,2.0,1.0,2.0,2.0,55.0,0,0,0,0,0,0,1,0,0,1
University Of Louisville,2301 S 3Rd St,Louisville,KY,40292,38.215752,-85.760628,www.louisville.edu,16,33,11.1,2857.0,9.2405,5.0,94.0,22796.0,36684.0,25.0,47.0,53.0,97.0,15954.0,16364.0,5080.0,0,3.0,11.0,4.0,0.0,76.0,4.0,0.0,1.0,3.0,51.0,0,0,0,0,0,0,1,0,0,1
University Of Maine,168 College Avenue,Orono,ME,4469,44.899257,-68.669332,www.umaine.edu/,,,,1997.0,10.481,94.0,10.0,23712.0,41082.0,36.0,51.0,56.0,93.0,9182.0,8739.0,2508.0,1,1.0,2.0,2.0,0.0,79.0,2.0,9.0,3.0,1.0,48.0,0,0,0,1,0,0,0,0,0,1
University Of Maine At Machias,116 O'Brien Ave,Machias,ME,4654,44.709895,-67.456534,www.umm.maine.edu,17,45,15.1,104.0,7.38125,87.0,3.0,18968.0,30848.0,14.0,25.0,31.0,98.0,892.0,439.0,453.0,2,0.0,3.0,3.0,0.0,74.0,2.0,16.0,1.0,0.0,70.0,0,0,0,1,0,0,0,0,0,1
University Of Mary,7500 University Dr,Bismarck,ND,58504,46.724893,-100.752386,www.umary.edu/,,,,440.0,13.7635,10.0,89.0,24121.0,24121.0,28.0,36.0,49.0,100.0,2044.0,1744.0,1166.0,2,1.0,3.0,3.0,0.0,82.0,1.0,7.0,2.0,1.0,64.0,0,0,0,0,1,0,0,0,0,1
University Of Mary Hardin-Baylor,900 College St,Belton,TX,76513,31.066798,-97.463479,www.umhb.edu,,,,675.0,23.475,54.0,43.0,36180.0,36180.0,28.0,43.0,47.0,96.0,3063.0,2998.0,494.0,1,1.0,14.0,17.0,0.0,60.0,2.0,2.0,3.0,2.0,62.0,0,0,0,0,0,0,0,1,0,0
University Of Maryland-Baltimore County,1000 Hilltop Circle,Baltimore,MD,21250,39.256686,-76.711607,www.umbc.edu,,,,1657.0,9.6175,92.0,18.0,24762.0,36336.0,37.0,59.0,65.0,77.0,11136.0,10699.0,3209.0,0,20.0,16.0,6.0,0.0,45.0,4.0,5.0,4.0,20.0,45.0,0,0,1,0,0,0,0,0,0,1
University Of Maryland-College Park,Not Available,College Park,MD,20742,38.988607,-76.939704,www.umd.edu,,,,4020.0,8.78525,91.0,0.0,23734.0,42920.0,66.0,82.0,84.0,73.0,26658.0,32199.0,5073.0,0,15.0,12.0,9.0,0.0,53.0,4.0,3.0,3.0,16.0,47.0,0,0,1,0,0,0,0,0,0,3
