,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
5345,Rocky Mountain College of Art and Design,1600 Pierce St,Denver,CO,80214,(303) 753-6046,3,A,947,Jefferson,US,39.74332,-105.069911,www.rmcad.edu
5346,City Colleges of Chicago-Harry S Truman College,1145 W Wilson Ave.,Chicago,IL,60640,(773) 907-4000,1,A,12737,Cook,US,41.964502,-87.659107,ccc.edu/colleges/truman/pages/default.aspx
5347,Hebrew Theological College,7135 N Carpenter Rd,Skokie,IL,60077,(847) 982-2500,2,A,552,Cook,US,42.010131,-87.761043,www.htc.edu/
5348,Colorado State University-Pueblo,2200 Bonforte Blvd,Pueblo,CO,81001,(719) 549-2100,1,A,5507,Pueblo,US,38.309219,-104.579846,www.colostate-pueblo.edu
5349,Pacific College,3160 Red Hill Ave,Costa Mesa,CA,92626,(714) 662-4402,3,A,280,Orange,US,33.680043,-117.873382,pacific-college.com
5350,Intellitec College-Colorado Springs,2315 East Pikes Peak Avenue,Colorado Springs,CO,80909,(719) 632-7626 ext 1127,3,A,632,El Paso,US,38.832183,-104.78721,www.IntelliTecCollege.com
5351,Northwestern University,633 Clark St,Evanston,IL,60208,(847) 491-3741,2,A,30437,Cook,US,42.058377,-87.673653,www.northwestern.edu
5352,Epic Bible College,4330 Auburn Boulevard,Sacramento,CA,95841,(916) 348-4689,2,A,319,Sacramento,US,38.645147,-121.362643,EPIC.edu
5353,Intellitec College-Grand Junction,772 Horizon Dr,Grand Junction,CO,81506,(970) 245-8101,3,A,666,Mesa,US,39.116346,-108.53062,www.intellitec.edu
5354,Paul Mitchell the School-Arkansas,2167 W Martiin Luther King Jr Blvd,Fayetteville,AR,72701,(479) 442-5181,3,A,101,Washington,US,36.126373,-94.153892,www.pmtsarkansas.com
5355,Northeastern Illinois University,5500 N Saint Louis Ave,Chicago,IL,60625,(773) 583-4050,1,A,12641,Cook,US,41.981031,-87.719084,www.neiu.edu/
5356,Arkansas State University-Beebe,1000 Iowa Street,Beebe,AR,72012,(501) 882-3600,1,A,5293,White,US,35.074173,-91.895333,www.asub.edu
5357,University of Colorado System Office,1800 Grant Avenue,Denver,CO,80203,(303) 860-5600,1,A,338,Denver,US,39.74521,-104.983277,www.cu.edu
5358,Telshe Yeshiva-Chicago,3535 West Foster,Chicago,IL,60625,(773) 463-7738,2,A,101,Cook,US,41.975536,-87.71755,NOT AVAILABLE
5359,Marinello Schools of Beauty-Sacramento,5522 Garfield Ave,Sacramento,CA,95841,(562) 945-2211,3,A,571,Sacramento,US,38.666989,-121.336179,www.marinello.com
5360,Cochise College,4190 W Highway 80,Douglas,AZ,85607,(520) 515-0500,1,A,5102,Cochise,US,31.365626,-109.690339,www.cochise.edu
5361,United States Air Force Academy,"2304 Cadet Drive, Suite 3800",USAFA,CO,80840,(719) 333-6481,1,A,4316,El Paso,US,39.008914,-104.885408,www.usafa.edu
5362,Robert Morris University Illinois,401 S State Street,Chicago,IL,60605,(312) 935-6800,2,A,4472,Cook,US,41.876278,-87.627068,www.robertmorris.edu/
5363,National Career Education,"11080 White Rock Rd., Suite 100",Rancho Cordova,CA,95670,(916) 969-4900,3,A,132,Sacramento,US,38.587723,-121.272587,www.nceschool.com
5364,Coconino Community College,2800 S. Lone Tree Rd.,Flagstaff,AZ,86001,(928) 527-1222,1,A,3344,Coconino,US,35.171328,-111.645631,www.coconino.edu/Pages/default.aspx
5365,Empire Beauty School-Thornton,3811 E 120th Ave,Thornton,CO,80233,(800) 920-4593,3,A,153,Adams,US,39.914863,-104.943533,www.empire.edu
5366,Roosevelt University,430 S Michigan Ave,Chicago,IL,60605,(312) 341-3500,2,A,7736,Cook,US,41.876055,-87.624952,www.roosevelt.edu
5367,Carrington College California-Sacramento,8909 Folsom Blvd,Sacramento,CA,95826,(916) 361-1660,3,A,1475,Sacramento,US,38.555973,-121.371542,www.carrington.edu
5368,Yeshiva Toras Chaim Talmudical Seminary,1555 Stuart St,Denver,CO,80204,(303) 629-8200,2,A,44,Denver,US,39.741781,-105.043282,NOT AVAILABLE
5369,San Joaquin Valley College-Rancho Cordova,11050 Olson Dr Ste 100,Rancho Cordova,CA,95670,(916) 638-7582,3,A,140,Sacramento,US,38.59666,-121.280259,www.sjvc.edu
5370,Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,85552,(928) 428-8322,1,A,7147,Graham,US,32.841575,-109.761914,www.eac.edu
5371,Columbia College-Chicago,600 South Michigan,Chicago,IL,60605,(312) 663-1600,2,A,13786,Cook,US,41.874113,-87.624678,www.colum.edu
5372,Paul Mitchell The School-Danbury,109 South Street,Danbury,CT,6810,(203) 744-0900,3,A,98,Fairfield,US,41.387607,-73.442103,school.paulmitchell.edu/danbury-ct
5373,Maricopa Beauty College LLC,NOT AVAILABLE,NOT AVAILABLE,AZ,NOT AVAILABLE,NOT AVAILABLE,3,D,0,Maricopa,US,33.435567,-112.355045,NOT AVAILABLE
5374,East-West University,816 S Michigan Ave,Chicago,IL,60605,(312) 939-0111 ext 1803,2,A,1001,Cook,US,41.871309,-87.624793,www.eastwest.edu
5375,Universal Technical Institute of Northern California Inc,4100 Duckhorn Drive,Sacramento,CA,95834,(916) 263-9100,3,A,2031,Sacramento,US,38.64575,-121.529503,www.uti.edu/
5376,Bais Binyomin Academy,132 Prospect St,Stamford,CT,6901,(203) 325-4351,2,A,78,Fairfield,US,41.059922,-73.534604,NOT AVAILABLE
5377,Spertus College,610 S Michigan Ave,Chicago,IL,60605,(312) 922-9012,2,A,335,Cook,US,41.874027,-87.624619,www.spertus.edu
5378,Gemological Institute of America,5345 Armada Dr,Carlsbad,CA,92008,(760) 603-4141,2,A,229,San Diego,US,33.131313,-117.318765,www.gia.edu
5379,Regency Beauty Institute-Metro Center,"10217 N. Metro Parkway West, Suite 102",Phoenix,AZ,85710,(800) 787-6456,3,A,49,Maricopa,US,33.579044,-112.123542,www.regencybeauty.com
5380,Illinois College of Optometry,3241 S Michigan Ave,Chicago,IL,60616,(312) 949-7400,2,A,857,Cook,US,41.835447,-87.623016,WWW.ICO.EDU
5381,Branford Hall Career Institute-Branford Campus,1 Summit Place,Branford,CT,6405,(203) 488-2525,3,A,669,New Haven,US,41.278557,-72.848201,schooliya.com/
5382,San Joaquin Delta College,5151 Pacific Ave,Stockton,CA,95207,(209) 954-5151,1,A,18371,San Joaquin,US,37.994643,-121.317226,www.deltacollege.edu
5383,American Indian College of the Assemblies of God Inc,10020 N 15th Ave,Phoenix,AZ,85021,(602) 944-3335,2,A,91,Maricopa,US,33.577749,-112.092716,www.aicag.edu/
5384,City Colleges of Chicago-Olive-Harvey College,10001 S Woodlawn Ave,Chicago,IL,60628,(773) 291-6100,1,A,5383,Cook,US,41.709997,-87.589249,ccc.edu/colleges/olive-harvey/pages/default.aspx
5385,MTI Business College Inc,6006 N. El Dorado Street,Stockton,CA,95207,(209) 957-3030,3,A,159,San Joaquin,US,38.007885,-121.308445,www.mtistockton.com
5386,Central Connecticut State University,1615 Stanley St,New Britain,CT,6050,(860) 832-3200,1,A,13770,Hartford,US,41.690258,-72.770094,www.ccsu.edu
5387,Chicago State University,9501 S. King Drive,Chicago,IL,60628,(773) 995-2000,1,A,7330,Cook,US,41.718813,-87.610344,www.csu.edu
5388,The Art Institute of Phoenix,2233 W Dunlap Ave,Phoenix,AZ,85021,(602) 678-4300,3,A,1142,Maricopa,US,33.56683,-112.107572,www.artinstitutes.edu/phoenix/
5389,Charter Oak State College,55 Paul Manafort Drive,New Britain,CT,6053,(860) 515-3800,1,A,1770,Hartford,US,41.688246,-72.767972,www.charteroak.edu
5390,Central California School,3195 McMillan Ste F,San Luis Obispo,CA,93401,(805) 543-9123,3,A,279,San Luis Obispo,US,35.261792,-120.648311,ccsce.org
5391,City Colleges of Chicago-Richard J Daley College,7500 S Pulaski Rd,Chicago,IL,60652,(773) 838-7500,1,A,9932,Cook,US,41.755955,-87.723981,ccc.edu/colleges/daley/pages/default.aspx
5392,Connecticut College,270 Mohegan Avenue,New London,CT,6320,(860) 447-1911,2,A,2707,New London,US,41.379833,-72.107321,www.connecticutcollege.edu
5393,College of San Mateo,1700 W Hillsdale Blvd,San Mateo,CA,94402,(650) 574-6161,1,A,10400,San Mateo,US,37.534295,-122.335293,www.collegeofsanmateo.edu
5394,Carrington College-Phoenix,8503 N 27th Ave.,Phoenix,AZ,85051,(602) 393-5900,3,A,975,Maricopa,US,33.561689,-112.116105,www.carrington.edu
5395,City Colleges of Chicago-Wilbur Wright College,4300 N Narragansett,Chicago,IL,60634,(773) 777-7900,1,A,13195,Cook,US,41.958774,-87.787868,ccc.edu/colleges/wright/pages/default.aspx
5396,Shasta College,11555 Old Oregon Trail,Redding,CA,96003,(530) 242-7500,1,A,9314,Shasta,US,40.625731,-122.317982,www.shastacollege.edu
5397,Brio Academy of Cosmetology-East Hartford,1000 Main St,East Hartford,CT,6108,(860) 528-7178 ext 100,3,A,199,Hartford,US,41.771184,-72.642363,www.brioacademy.edu
5398,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,(602) 264-2492,1,A,13220,Maricopa,US,33.481361,-112.088293,www.pc.maricopa.edu
5399,Morton College,3801 S Central Ave,Cicero,IL,60804,(708) 656-8000,1,A,5663,Cook,US,41.824303,-87.762306,www.morton.edu
5400,Anthem College-Phoenix,1515 E Indian School Road,Phoenix,AZ,85014,(954) 535-8678,3,A,1847,Maricopa,US,33.494316,-112.050186,www.anthem.edu
5401,Shasta Bible College and Graduate School,2951 Goodwater Ave.,Redding,CA,96002,(530) 221-4275,2,A,83,Shasta,US,40.566034,-122.314419,www.shasta.edu
5402,Porter and Chester Institute of Branford,221 W Main St,Branford,CT,6405,(203) 315-1060,3,A,416,New Haven,US,41.277311,-72.854898,www.porterchester.com
5403,Simpson University,2211 College View Drive,Redding,CA,96003,(530) 224-5600,2,A,1648,Shasta,US,40.61331,-122.333048,www.simpsonu.edu
5404,Triton College,2000 5th Ave,River Grove,IL,60171,(708) 456-0300 ext 3130,1,A,15201,Cook,US,41.916082,-87.841056,www.triton.edu
5405,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,(602) 392-5000,1,A,7275,Maricopa,US,33.449422,-111.99723,www.gwc.maricopa.edu
5406,University of Connecticut,352 Mansfield Road,Storrs,CT,6269,(860) 486-2000,1,A,35098,Tolland,US,41.807658,-72.256961,www.uconn.edu
5407,Westwood College-O'Hare Airport,8501 W. Higgins Road Suite 100,Chicago,IL,60631,(773) 380-6800 ext 67602,3,A,589,Cook,US,41.986072,-87.83878,www.westwood.edu
5408,Goodwin College,One Riverside Drive,East Hartford,CT,6118,(860) 528-4111,2,A,3808,Hartford,US,41.742977,-72.64032,www.goodwin.edu
5409,Maricopa Skill Center,1245 E Buckeye,Phoenix,AZ,85034,(602) 238-4300,1,A,780,Maricopa,US,33.43568,-112.054906,www.maricopaskillcenter.com/
5410,Illinois School of Health Careers-O'Hare Campus,8750 W Bryn Mawr Ste 300,Chicago,IL,60631,(773) 444-0300,3,A,284,Cook,US,41.983076,-87.844498,www.ishc.edu
5411,Fairfield University,1073 N Benson Rd,Fairfield,CT,6824,(203) 254-4000,2,A,5787,Fairfield,US,41.160732,-73.25778,fairfield.edu/
5412,University of Phoenix-Online Campus,3157 E. Elwood Street,Phoenix,AZ,85034,(866) 766-0766,3,A,227548,Maricopa,US,33.41833,-112.013388,www.phoenix.edu/
5413,Oakton Community College,1600 E Golf Rd.,Des Plaines,IL,60016,(847) 635-1600,1,A,12520,Cook,US,42.061893,-87.880644,www.oakton.edu
5414,Northhaven Academy,97 Washington Ave,North Haven,CT,6473,(203) 985-0222 ext 10,3,A,172,New Haven,US,41.394495,-72.85745,north-haven.paulmitchell.edu/north-haven-ct
5415,South Mountain Community College,7050 S 24th St,Phoenix,AZ,85042,(602) 243-8135,1,A,5243,Maricopa,US,33.382429,-112.032673,www.southmountaincc.edu
5416,Capital Community College,950 Main Street,Hartford,CT,6103,(860) 906-5000,1,A,4904,Hartford,US,41.768397,-72.672734,www.ccc.commnet.edu
5417,Christian Life College,400 E Gregory St,Mount Prospect,IL,60056,(847) 259-1840 ext 100,2,A,68,Cook,US,42.074096,-87.930934,www.christianlifecollege.edu
5418,International Academy of Hair Design,1445 W Southern Ave #2006,Mesa,AZ,85202,(480) 820-9422,3,A,284,Maricopa,US,33.389737,-111.860755,www.intlacademyaz.com/
5419,Rensselaer Hartford Graduate Center Inc,275 Windsor St,Hartford,CT,6120,(860) 548-2400,2,A,407,Hartford,US,41.773462,-72.673916,ewp.rpi.edu/index.html
5420,ITT Technical Institute-Mount Prospect,1401 Feehanville Road,Mount Prospect,IL,60056,(847) 375-8800,3,A,370,Cook,US,42.075163,-87.916219,www.itt-tech.edu
5421,Mesa Community College,1833 W Southern Ave,Mesa,AZ,85202,(480) 461-7000,1,A,26705,Maricopa,US,33.389542,-111.872087,www.mesacc.edu
5422,Fox Institute of Business-West Hartford,99 South Street,West Hartford,CT,6110,(860) 947-2299,3,A,295,Hartford,US,41.727016,-72.725762,americaninstitute.edu
5423,Harper College,1200 W Algonquin Rd,Palatine,IL,60067,(847) 925-6000,1,A,19133,Cook,US,42.080863,-88.069619,www.harpercollege.edu
5424,Pima Medical Institute-Mesa,957 S. Dobson Road,Mesa,AZ,85202,(480) 644-0267,3,A,1655,Maricopa,US,33.396878,-111.87417,pmi.edu
5425,Great Lakes Christian College,6211 W Willow Hwy,Lansing,MI,48917,(517) 321-0242,2,A,251,Eaton,US,42.754249,-84.638714,www.glcc.edu
5426,Avalon School of Cosmetology-Mesa,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,(480) 897-1688,3,A,337,Maricopa,US,33.376267,-111.859154,www.avalon.com
5427,Lincoln College of Technology-Melrose Park,8317 W North Avenue,Melrose Park,IL,60160,(708) 344-4700,3,A,1111,Cook,US,41.906929,-87.83152,www.lincolnedu.com
5428,Alaska Career College,1415 E Tudor Road,Anchorage,AK,99507,(907) 563-7575 ext 136,3,A,354,Anchorage,US,61.181443,-149.856954,www.alaskacareercollege.edu
5429,Baker College Center for Graduate Studies,1116 W Bristol Rd,Flint,MI,48507,(810) 766-4021,2,A,6427,Genesee,US,42.976491,-83.697198,www.baker.edu
5430,Fox College Inc,6640 S. Cicero,Bedford Park,IL,60638,(708) 444-4500,3,A,477,Cook,US,41.723419,-87.727105,www.foxcollege.edu
5431,Golf Academy of America-Phoenix,"2031 N. Arizona Ave., Suite 2",Chandler,AZ,85225,(800) 342-7342,3,A,236,Maricopa,US,33.33619,-111.839051,www.golfacademy.edu
5432,Charter College-Anchorage,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,(907) 277-1000,3,A,1746,Anchorage,US,61.19639,-149.839164,www.chartercollege.edu
5433,Ross Medical Education Center-Flint,"G3630 Miller Road, Suite D",Flint,MI,48507,(810) 733-7488,3,A,319,Genesee,US,43.016571,-83.749923,www.rosseducation.edu
5434,Illinois Eastern Community Colleges-Lincoln Trail College,11220 State Hwy 1,Robinson,IL,62454,(618) 393-2982,1,A,1181,Crawford,US,39.01958,-87.689001,www.iecc.edu/ltc
5435,University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,99508,(907) 786-1800,1,A,20957,Anchorage,US,61.189554,-149.826135,www.uaa.alaska.edu
5436,Chandler/Gilbert Community College,2626 E Pecos Rd,Chandler,AZ,85225,(480) 732-7000,1,A,15503,Maricopa,US,33.293897,-111.795922,www.cgc.maricopa.edu
5437,Kettering University,1700 University Avenue,Flint,MI,48504,(800) 955-4464,2,A,2475,Genesee,US,43.013493,-83.713249,WWW.KETTERING.EDU
5438,Maricopa Community College System Office,2411 W 14th St,Tempe,AZ,85281,(480) 731-8000,1,A,419,Maricopa,US,33.412915,-111.975786,www.dist.maricopa.edu
5439,Alma College,614 W Superior,Alma,MI,48801,(989) 463-7111,2,A,1876,Gratiot,US,43.379236,-84.670073,www.alma.edu
5440,Kishwaukee College,21193 Malta Rd,Malta,IL,60150,(815) 825-2086,1,A,5366,DeKalb,US,41.938234,-88.880524,www.kishwaukeecollege.edu
5441,Alaska Pacific University,4101 University Dr,Anchorage,AK,99508,(907) 561-1266,2,A,799,Anchorage,US,61.191235,-149.804242,www.alaskapacific.edu
5442,Rio Salado College,2323 W 14th St,Tempe,AZ,85281,(480) 517-8000,1,A,25737,Maricopa,US,33.412764,-111.974053,www.rio.maricopa.edu
5443,Hillsdale Beauty College,64 Waldron St,Hillsdale,MI,49242,(517) 437-4670,3,A,55,Hillsdale,US,41.91873,-84.631439,www.hillsdalebeautycollege.com
5444,East Valley Institute of Technology,1601 W Main St,Mesa,AZ,85201,(480) 461-4028,1,A,193,Maricopa,US,33.412286,-111.863958,www.evit.com
5445,G Skin & Beauty Institute,1200 Harger Road,Oakbrook,IL,60523,(815) 786-7266,3,A,223,DuPage,US,41.851019,-87.952214,www.gbeautyinstitutes.com
5446,University of Alaska System of Higher Education,"910 Yukon Drive, Suite 202 Butrovich Building",Fairbanks,AK,99775,(907) 450-8000,1,A,312,Fairbanks North Star,US,64.858444,-147.828701,www.alaska.edu/
5447,Conservatory of Recording Arts and Sciences,2300 E Broadway Rd,Tempe,AZ,85282,(480) 858-9400,3,A,677,Maricopa,US,33.408002,-111.88961,www.audiorecordingschool.com
5448,Finlandia University,601 Quincy St,Hancock,MI,49930,(906) 482-5300,2,A,755,Houghton,US,47.126808,-88.589113,www.finlandia.edu
5449,Le Cordon Bleu College of Culinary Arts-Scottsdale,"8100 E Camelback Rd, Suite 1001",Scottsdale,AZ,85251,(480) 425-3000,3,A,1609,Maricopa,US,33.502546,-111.90647,www.chefs.edu/scottsdale
5450,Empire Beauty School-Hanover Park,1166 East Lake St,Hanover Park,IL,60133,(800) 920-4593,3,A,141,DuPage,US,41.977471,-88.135631,www.empire.edu
5451,University of Alaska Southeast,11120 Glacier Highway,Juneau,AK,99801,(877) 465-4827,1,A,3753,Juneau,US,58.385151,-134.638845,www.uas.alaska.edu
5452,Michigan Technological University,1400 Townsend Drive,Houghton,MI,49931,(906) 487-1885,1,A,8465,Houghton,US,47.1183,-88.546403,www.mtu.edu
5453,Western International University,9215 N Black Canyon Hwy.,Phoenix,AZ,85021,(602) 943-2311,3,A,3431,Maricopa,US,33.570463,-112.116299,www.west.edu
5454,Thomas M. Cooley Law School,300 S Capitol Ave,Lansing,MI,48901,(517) 371-5140,2,A,3994,Ingham,US,42.731,-84.554429,www.cooley.edu
5455,Midwestern University-Glendale,19555 N 59th Ave,Glendale,AZ,85308,(623) 572-3200,2,A,3519,Maricopa,US,33.663853,-112.183633,www.midwestern.edu
5456,AVTEC-Alaska's Institute of Technology,809 Second Avenue,Seward,AK,99664,(907) 224-3322,1,A,629,Kenai Peninsula,US,60.111047,-149.44423,www.avtec.edu/
5457,M J Murphy Beauty College of Mount Pleasant,201 W Broadway,Mount Pleasant,MI,48858,(989) 773-8629,3,A,63,Isabella,US,43.60429,-84.777927,NOT AVAILABLE
5458,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,86409,(928) 757-4331,1,A,5723,Mohave,US,35.270511,-114.030779,www.mohave.edu
5459,Saginaw Chippewa Tribal College,2274 Enterprise Dr,Mount Pleasant,MI,48858,(989) 775-4123,1,A,167,Isabella,US,43.607149,-84.73259,www.sagchip.edu
5460,Northland Pioneer College,2251 E. Navajo Blvd.,Holbrook,AZ,86025,(928) 524-7311,1,A,4301,Navajo,US,34.93024,-110.141121,www.npc.edu
5461,Baker College of Jackson,2800 Springport Rd,Jackson,MI,49202,(517) 789-6123,2,A,2758,Jackson,US,42.278175,-84.451226,www.baker.edu
5462,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128,(520) 494-5444,1,A,8168,Pinal,US,32.957092,-111.652501,www.centralaz.edu
5463,Jackson Community College,2111 Emmons Rd,Jackson,MI,49201,(517) 787-0800,1,A,6258,Jackson,US,42.16483,-84.403942,www.jccmi.edu
5464,Prescott College,220 Grove Ave,Prescott,AZ,86301,(877) 350-2100,2,A,1285,Yavapai,US,34.544791,-112.476533,www.prescott.edu
5465,Spring Arbor University,106 E. Main St,Spring Arbor,MI,49283,(517) 750-1200,2,A,4863,Jackson,US,42.206233,-84.551918,www.arbor.edu
5466,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,(928) 445-7300,1,A,8786,Yavapai,US,34.547806,-112.454156,www.YC.EDU
5467,Western Michigan University,1903 West Michigan Avenue,Kalamazoo,MI,49008,(269) 387-1000,1,A,27937,Kalamazoo,US,42.280799,-85.613482,www.wmich.edu
5468,Contra Costa Community College District Office,500 Court St,Martinez,CA,94553,(925) 229-1000,1,A,75,Contra Costa,US,38.018943,-122.134774,www.4cd.net/default.aspx
5469,New Dimensions School of Hair Design,621 Kentucky Ave.,Joplin,MO,64801,(417) 782-2875,3,A,32,Jasper,US,37.085303,-94.509389,newdimensionsschoolofhairdesign.com
5470,Milan Institute-Clovis,731 A West Shaw Ave.,Clovis,CA,93612,(559) 323-2800,3,A,530,Fresno,US,36.810525,-119.725365,www.milaninstitute.edu
5471,Adrian College,110 S Madison St,Adrian,MI,49221,(517) 265-5161,2,A,2176,Lenawee,US,41.898449,-84.059947,www.adrian.edu
5472,Culver-Stockton College,One College Hill,Canton,MO,63435,(573) 288-6000,2,A,975,Lewis,US,40.129991,-91.527081,www.culver.edu
5473,West Hills Community College District,9900 Cody Street,Coalinga,CA,93210,(559) 934-2180,1,A,56,Fresno,US,36.179015,-120.356126,www.westhillscollege.com
5474,Siena Heights University,1247 E. Siena Heights Dr,Adrian,MI,49221,(517) 263-0731,2,A,3059,Lenawee,US,41.905782,-84.01528,www.sienaheights.edu
5475,Hannibal-LaGrange University,2800 Palmyra Rd,Hannibal,MO,63401,(573) 221-3675,2,A,1429,Marion,US,39.730785,-91.391423,www.hlg.edu
5476,Galen College of Medical and Dental Assistants,1325 N Wishon Ave,Fresno,CA,93728,(559) 264-9700,3,A,56,Fresno,US,36.760064,-119.801371,www.galencollege.com
5477,Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,49855,(906) 227-1000,1,A,10212,Marquette,US,46.558037,-87.403857,www.nmu.edu
5478,Messenger College,405 Euless Blvd,Euless,TX,76039,(214) 385-0686,2,A,72,Newton,US,32.831172,-97.100318,www.messengercollege.edu
5479,Ferris State University,1201 S State St,Big Rapids,MI,49307,(231) 591-2000,1,A,16601,Mecosta,US,43.687632,-85.481737,www.ferris.edu/
5480,Humboldt State University,1 Harpst Street,Arcata,CA,95521,(707) 826-3011,1,A,9322,Humboldt,US,40.875452,-124.077255,www.humboldt.edu
5481,Crowder College,601 Laclede Ave,Neosho,MO,64850,(417) 451-3223 ext 5536,1,A,6248,Newton,US,36.81405,-94.366721,www.crowder.edu
5482,Northwood University-Michigan,4000 Whiting Dr,Midland,MI,48640,(989) 837-4200,2,A,3999,Midland,US,43.628996,-84.276276,www.northwood.edu
5483,Fredrick and Charles Beauty College,831 F St,Eureka,CA,95501,(707) 443-2733,3,A,83,Humboldt,US,40.798885,-124.164986,www.fandcbeauty.com
5484,Neosho Beauty College,116 N Wood St,Neosho,MO,64850,(417) 451-7216,3,A,51,Newton,US,36.870562,-94.368636,neoshobeautycollege.com
5485,Montcalm Community College,2800 College Dr,Sidney,MI,48885,(989) 328-2111,1,A,2331,Montcalm,US,43.252147,-85.09967,www.montcalm.edu
5486,Imperial Valley College,380 E. Aten Road,Imperial,CA,92251,(760) 352-8320,1,A,8352,Imperial,US,32.827563,-115.503903,www.imperial.edu
5487,Northwest Missouri State University,800 University Drive,Maryville,MO,64468,(660) 562-1212,1,A,7557,Nodaway,US,40.354476,-94.884931,www.nwmissouri.edu
5488,Baker College of Muskegon,1903 Marquette Ave,Muskegon,MI,49442,(231) 777-8800,2,A,4884,Muskegon,US,43.244133,-86.196717,www.Baker.edu
5489,San Joaquin Valley College-Bakersfield,201 New Stine Rd.,Bakersfield,CA,93309,(661) 834-0126,3,A,685,Kern,US,35.352768,-119.062101,www.sjvc.edu/
5490,Conception Seminary College,37174 State Hwy V V,Conception,MO,64433,(660) 944-3105,2,A,126,Nodaway,US,40.24044,-94.682831,www.conception.edu
5491,California State University-Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,93311,(661) 654-2782,1,A,9216,Kern,US,35.350251,-119.104598,www.csub.edu
5492,Muskegon Community College,221 S Quarterline Rd,Muskegon,MI,49442,(231) 773-9131,1,A,5720,Muskegon,US,43.250329,-86.196384,www.muskegoncc.edu
5493,Linn State Technical College,One Technology Drive,Linn,MO,65051,(573) 897-5000,1,A,1414,Osage,US,38.468887,-91.811506,www.linnstate.edu
5494,Santa Barbara Business College-Bakersfield,5300 California Avenue,Bakersfield,CA,93309,(661) 835-1100,3,A,829,Kern,US,35.359544,-119.061264,sbbcollege.edu
5495,Port Huron Cosmetology College,5620 Dixie Hwy,Waterford,MI,48329,(248) 623-9494,3,A,63,Oakland,US,42.700677,-83.398624,www.michigancollegeofbeauty.com/
5496,American College of Hair Design Inc,125 Winchester Drive,Sedalia,MO,65301,(660) 827-3295 ext 2,3,A,22,Pettis,US,38.711699,-93.269093,www.americancollegeofhairdesign.com
5497,Southwest Baptist University,1600 University Ave,Bolivar,MO,65613,(800) 526-5859,2,A,4320,Polk,US,37.601603,-93.410451,www.sbuniv.edu
5498,Specs Howard School of Media Arts,19900 W Nine Mile Rd,Southfield,MI,48075,(248) 358-9000,3,A,656,Oakland,US,42.459245,-83.239309,www.specshoward.edu
5499,Moberly Area Community College,101 College Ave,Moberly,MO,65270,(660) 263-4110,1,A,6046,Randolph,US,39.418607,-92.455064,www.macc.edu
5500,Lawton Career Institute-Oak Park Campus,20820 Greenfield,Oak Park,MI,48237,(248) 569-7559 ext 3112,3,A,57,Oakland,US,42.445801,-83.201761,lawtoncareer.edu/
5501,Central Christian College of the Bible,911 E Urbandale Dr,Moberly,MO,65270,(660) 263-3900 ext 110,2,A,395,Randolph,US,39.395963,-92.427259,www.cccb.edu
5502,Northwestern Technological Institute,24567 Northwestern Hwy Ste 200,Southfield,MI,48075,(248) 358-4006,3,A,539,Oakland,US,42.46927,-83.238361,www.northwesterntech.edu
5503,Missouri Valley College,500 E College St,Marshall,MO,65340,(660) 831-4000,2,A,1990,Saline,US,39.108522,-93.190654,www.moval.edu
5504,Academy of Court Reporting-Clawson,1055 West Maple Road,Clawson,MI,48017,(248) 435-9030,3,D,0,Oakland,US,42.54761,-83.160913,www.acr.edu
5505,Sanford-Brown College-St Peters,100 Richmond Center Blvd,Saint Peters,MO,63376,(636) 696-2300,3,A,398,St. Charles,US,38.801567,-90.660225,www.sanfordbrown.edu/St-Peters
5506,David Pressley School of Cosmetology,1127 S Washington St,Royal Oak,MI,48067,(248) 548-5090,3,A,258,Oakland,US,42.479729,-83.146008,davidpressleyschool.com
5507,Missouri College,1405 South Hanley Road,Brentwood,MO,63144,(314) 768-7800,3,A,740,St. Louis,US,38.627304,-90.335562,www.missouricollege.edu/
5508,Carnegie Institute,550 Stephenson Hwy Suite 100,Troy,MI,48083,(248) 589-1078,3,A,317,Oakland,US,42.53889,-83.118801,www.carnegie-institute.edu
5509,Vatterott College-Berkeley,8580 Evans Avenue,Berkeley,MO,63134,(314) 264-1000,3,A,1164,St. Louis,US,38.721992,-90.311898,www.vatterott.edu/northpark.asp
5510,Michigan College of Beauty-Troy,3498 Rochester Rd,Troy,MI,48083,(248) 528-0303,3,A,196,Oakland,US,42.570337,-83.12734,michigancollegeofbeautytroy.com
5511,Cottey College,1000 W Austin,Nevada,MO,64772,(417) 667-8181,2,A,450,Vernon,US,37.837051,-94.370911,www.cottey.edu
